Load images dataset/eroded-dilated_0.84: 96 
[63, 16, 3, 64, 78, 82, 31, 91, 26, 41, 42, 58, 75, 46, 86, 36, 59, 15, 30, 85, 88, 73, 90, 95, 72, 34, 23, 2, 68, 29, 48, 92, 71, 40, 93, 13, 74, 94, 24, 10, 14, 37, 84, 5, 53, 55, 49, 52, 54, 51, 12, 11, 47, 25, 27, 66, 18, 33, 21, 80, 39, 57, 35, 50, 56, 62, 8, 67, 7, 77, 69, 0, 1, 6, 87, 76, 32, 44, 83, 89, 81, 38, 4, 45, 17, 79, 28, 43, 19, 9, 65, 22, 60, 70, 61, 20]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 1942289 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 36.5977  val_loss: 32.2662 iou:0.2648  time: 2.32s lr: 1.00E-03
Epoch [2/1000]  train_loss: 32.1024  val_loss: 32.1546 iou:0.2648  time: 1.76s lr: 1.00E-03
Epoch [3/1000]  train_loss: 29.0295  val_loss: 31.9850 iou:0.2648  time: 1.76s lr: 1.00E-03
Epoch [4/1000]  train_loss: 26.6686  val_loss: 31.7530 iou:0.7602  time: 1.92s lr: 1.00E-03
Epoch [5/1000]  train_loss: 24.7835  val_loss: 31.4729 iou:0.6909  time: 1.94s lr: 1.00E-03
Epoch [6/1000]  train_loss: 23.4015  val_loss: 31.1396 iou:0.5080  time: 2.08s lr: 1.00E-03
Epoch [7/1000]  train_loss: 22.4683  val_loss: 30.7488 iou:0.4375  time: 1.89s lr: 1.00E-03
Epoch [8/1000]  train_loss: 21.8458  val_loss: 30.3067 iou:0.4231  time: 1.69s lr: 1.00E-03
Epoch [9/1000]  train_loss: 21.3758  val_loss: 29.8151 iou:0.4283  time: 1.73s lr: 1.00E-03
Epoch [10/1000]  train_loss: 20.9491  val_loss: 29.2678 iou:0.4348  time: 1.72s lr: 1.00E-03
Epoch [11/1000]  train_loss: 20.5845  val_loss: 28.6742 iou:0.4318  time: 1.75s lr: 1.00E-03
Epoch [12/1000]  train_loss: 20.2049  val_loss: 28.0887 iou:0.4483  time: 1.73s lr: 1.00E-03
Epoch [13/1000]  train_loss: 19.7176  val_loss: 27.4742 iou:0.4599  time: 1.73s lr: 1.00E-03
Epoch [14/1000]  train_loss: 19.3375  val_loss: 26.8599 iou:0.4692  time: 1.60s lr: 1.00E-03
Epoch [15/1000]  train_loss: 18.8912  val_loss: 26.2778 iou:0.4808  time: 1.74s lr: 1.00E-03
Epoch [16/1000]  train_loss: 18.5552  val_loss: 25.7294 iou:0.4948  time: 1.78s lr: 1.00E-03
Epoch [17/1000]  train_loss: 18.2215  val_loss: 25.1840 iou:0.5143  time: 1.78s lr: 1.00E-03
Epoch [18/1000]  train_loss: 17.8971  val_loss: 24.6393 iou:0.5369  time: 1.66s lr: 1.00E-03
Epoch [19/1000]  train_loss: 17.6154  val_loss: 24.1265 iou:0.5590  time: 1.71s lr: 1.00E-03
Epoch [20/1000]  train_loss: 17.3408  val_loss: 23.6236 iou:0.5802  time: 1.77s lr: 1.00E-03
Epoch [21/1000]  train_loss: 17.0861  val_loss: 23.1914 iou:0.5904  time: 1.71s lr: 1.00E-03
Epoch [22/1000]  train_loss: 16.8272  val_loss: 23.1127 iou:0.5583  time: 1.73s lr: 1.00E-03
