Load images dataset/eroded-dilated_0.57: 96 
[36, 26, 55, 93, 46, 7, 72, 79, 50, 92, 32, 88, 31, 48, 17, 29, 67, 45, 94, 62, 2, 21, 18, 59, 8, 49, 3, 35, 80, 56, 27, 58, 12, 39, 14, 24, 40, 54, 28, 60, 6, 65, 33, 44, 90, 74, 41, 83, 78, 71, 85, 5, 51, 77, 15, 10, 4, 73, 84, 42, 11, 34, 75, 43, 47, 76, 63, 19, 23, 66, 16, 53, 95, 13, 87, 70, 61, 52, 9, 91, 82, 81, 89, 30, 22, 86, 64, 20, 38, 69, 57, 68, 25, 1, 0, 37]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 30469 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 40.5287  val_loss: 36.5054 iou:0.2322  time: 2.05s lr: 1.00E-03
Epoch [2/1000]  train_loss: 39.5729  val_loss: 36.5780 iou:0.2322  time: 1.53s lr: 1.00E-03
Epoch [3/1000]  train_loss: 38.7212  val_loss: 36.6397 iou:0.2322  time: 1.62s lr: 1.00E-03
Epoch [4/1000]  train_loss: 38.0944  val_loss: 36.6834 iou:0.2322  time: 1.60s lr: 1.00E-03
Epoch [5/1000]  train_loss: 37.6543  val_loss: 36.7051 iou:0.2322  time: 1.60s lr: 1.00E-03
Epoch [6/1000]  train_loss: 37.3123  val_loss: 36.7048 iou:0.2322  time: 1.54s lr: 1.00E-03
Epoch [7/1000]  train_loss: 37.0120  val_loss: 36.6834 iou:0.2322  time: 1.52s lr: 1.00E-03
Epoch [8/1000]  train_loss: 36.7318  val_loss: 36.6372 iou:0.2322  time: 1.74s lr: 1.00E-03
Epoch [9/1000]  train_loss: 36.4710  val_loss: 36.5677 iou:0.2322  time: 1.53s lr: 1.00E-03
Epoch [10/1000]  train_loss: 36.2347  val_loss: 36.4706 iou:0.2322  time: 1.55s lr: 1.00E-03
Epoch [11/1000]  train_loss: 36.0209  val_loss: 36.3450 iou:0.2322  time: 1.54s lr: 1.00E-03
Epoch [12/1000]  train_loss: 35.8234  val_loss: 36.1899 iou:0.2322  time: 1.55s lr: 1.00E-03
Epoch [13/1000]  train_loss: 35.6322  val_loss: 35.9995 iou:0.2322  time: 1.53s lr: 1.00E-03
Epoch [14/1000]  train_loss: 35.4350  val_loss: 35.7812 iou:0.2322  time: 1.55s lr: 1.00E-03
