Load images dataset/eroded-dilated_0.9: 96 
[28, 58, 17, 76, 12, 91, 65, 38, 55, 4, 64, 85, 32, 6, 83, 48, 79, 62, 51, 16, 0, 73, 40, 86, 57, 11, 22, 33, 77, 14, 80, 56, 37, 27, 49, 45, 54, 44, 35, 93, 81, 52, 75, 68, 39, 9, 23, 41, 60, 5, 1, 67, 63, 42, 8, 70, 2, 69, 59, 21, 89, 50, 53, 30, 95, 13, 34, 26, 15, 31, 92, 7, 46, 29, 90, 87, 18, 43, 84, 47, 25, 61, 94, 3, 78, 82, 72, 66, 10, 36, 71, 19, 88, 74, 20, 24]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 30469 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 38.8573  val_loss: 35.4810 iou:0.2549  time: 1.96s lr: 1.00E-03
Epoch [2/1000]  train_loss: 37.9293  val_loss: 35.4414 iou:0.2549  time: 1.48s lr: 1.00E-03
Epoch [3/1000]  train_loss: 37.1538  val_loss: 35.4908 iou:0.2549  time: 1.61s lr: 1.00E-03
Epoch [4/1000]  train_loss: 36.5175  val_loss: 35.5387 iou:0.2549  time: 1.52s lr: 1.00E-03
Epoch [5/1000]  train_loss: 36.0379  val_loss: 35.5596 iou:0.2549  time: 1.43s lr: 1.00E-03
Epoch [6/1000]  train_loss: 35.6984  val_loss: 35.5579 iou:0.2549  time: 1.43s lr: 1.00E-03
Epoch [7/1000]  train_loss: 35.4433  val_loss: 35.5347 iou:0.2549  time: 1.43s lr: 1.00E-03
Epoch [8/1000]  train_loss: 35.2218  val_loss: 35.4955 iou:0.2549  time: 1.43s lr: 1.00E-03
Epoch [9/1000]  train_loss: 35.0127  val_loss: 35.4405 iou:0.2549  time: 1.44s lr: 1.00E-03
Epoch [10/1000]  train_loss: 34.8119  val_loss: 35.3691 iou:0.2549  time: 1.47s lr: 1.00E-03
Epoch [11/1000]  train_loss: 34.6203  val_loss: 35.2803 iou:0.2549  time: 1.62s lr: 1.00E-03
Epoch [12/1000]  train_loss: 34.4401  val_loss: 35.1726 iou:0.2549  time: 1.65s lr: 1.00E-03
