Load images dataset/eroded-dilated_0.57: 96 
[81, 65, 38, 23, 27, 62, 15, 22, 7, 57, 87, 8, 19, 60, 0, 47, 33, 59, 20, 63, 16, 68, 67, 9, 39, 44, 95, 94, 14, 10, 83, 41, 70, 55, 75, 36, 48, 43, 93, 85, 58, 28, 5, 73, 72, 11, 25, 92, 1, 35, 49, 88, 26, 13, 74, 84, 79, 17, 64, 91, 18, 51, 4, 52, 32, 31, 6, 69, 30, 29, 24, 42, 86, 12, 90, 89, 71, 21, 80, 82, 54, 66, 78, 37, 40, 34, 61, 56, 53, 76, 77, 2, 46, 45, 3, 50]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 6489 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 30.9557  val_loss: 29.4012 iou:0.0000  time: 1.83s lr: 1.00E-03
Epoch [2/1000]  train_loss: 29.6595  val_loss: 29.4431 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [3/1000]  train_loss: 28.8452  val_loss: 29.4310 iou:0.0000  time: 1.45s lr: 1.00E-03
Epoch [4/1000]  train_loss: 28.1022  val_loss: 29.3754 iou:0.0000  time: 1.49s lr: 1.00E-03
Epoch [5/1000]  train_loss: 27.3716  val_loss: 29.2941 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [6/1000]  train_loss: 26.7189  val_loss: 29.2029 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [7/1000]  train_loss: 26.1795  val_loss: 29.0984 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [8/1000]  train_loss: 25.7296  val_loss: 28.9802 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [9/1000]  train_loss: 25.3396  val_loss: 28.8456 iou:0.0000  time: 1.52s lr: 1.00E-03
Epoch [10/1000]  train_loss: 24.9922  val_loss: 28.6991 iou:0.0000  time: 1.67s lr: 1.00E-03
Epoch [11/1000]  train_loss: 24.6793  val_loss: 28.5418 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [12/1000]  train_loss: 24.3967  val_loss: 28.3243 iou:0.0000  time: 1.46s lr: 1.00E-03
Epoch [13/1000]  train_loss: 24.1437  val_loss: 28.0833 iou:0.0000  time: 1.45s lr: 1.00E-03
Epoch [14/1000]  train_loss: 23.9200  val_loss: 27.8321 iou:0.0000  time: 1.48s lr: 1.00E-03
Epoch [15/1000]  train_loss: 23.7168  val_loss: 27.5475 iou:0.0000  time: 1.62s lr: 1.00E-03
Epoch [16/1000]  train_loss: 23.5279  val_loss: 27.2458 iou:0.0004  time: 1.51s lr: 1.00E-03
Epoch [17/1000]  train_loss: 23.3480  val_loss: 26.9369 iou:0.0042  time: 1.45s lr: 1.00E-03
Epoch [18/1000]  train_loss: 23.1643  val_loss: 26.6291 iou:0.0110  time: 1.46s lr: 1.00E-03
Epoch [19/1000]  train_loss: 22.9734  val_loss: 26.3261 iou:0.0184  time: 1.66s lr: 1.00E-03
Epoch [20/1000]  train_loss: 22.7810  val_loss: 26.0278 iou:0.0264  time: 1.55s lr: 1.00E-03
Epoch [21/1000]  train_loss: 22.5911  val_loss: 25.7326 iou:0.0358  time: 1.47s lr: 1.00E-03
Epoch [22/1000]  train_loss: 22.4026  val_loss: 25.4375 iou:0.0471  time: 1.50s lr: 1.00E-03
Epoch [23/1000]  train_loss: 22.2139  val_loss: 25.1138 iou:0.0613  time: 1.51s lr: 1.00E-03
Epoch [24/1000]  train_loss: 22.0281  val_loss: 24.7838 iou:0.0812  time: 1.48s lr: 1.00E-03
Epoch [25/1000]  train_loss: 21.8464  val_loss: 24.4755 iou:0.1085  time: 1.51s lr: 1.00E-03
