Load images dataset/eroded-dilated_0.9: 96 
[15, 28, 67, 86, 93, 22, 84, 55, 60, 61, 72, 2, 62, 70, 8, 59, 65, 87, 73, 47, 41, 19, 83, 35, 50, 0, 7, 49, 24, 46, 85, 1, 92, 18, 40, 48, 80, 95, 6, 17, 77, 58, 25, 33, 81, 89, 30, 11, 12, 90, 44, 32, 26, 9, 74, 20, 34, 52, 14, 69, 36, 23, 13, 63, 3, 66, 4, 10, 88, 29, 43, 79, 57, 94, 42, 71, 75, 45, 82, 68, 31, 53, 91, 37, 21, 38, 5, 56, 76, 39, 54, 16, 51, 64, 78, 27]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 486409 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 32.0336  val_loss: 29.9839 iou:0.0000  time: 2.04s lr: 1.00E-03
Epoch [2/1000]  train_loss: 29.9830  val_loss: 29.9689 iou:0.0000  time: 1.62s lr: 1.00E-03
Epoch [3/1000]  train_loss: 28.4251  val_loss: 29.9171 iou:0.0000  time: 1.62s lr: 1.00E-03
Epoch [4/1000]  train_loss: 27.0778  val_loss: 29.8426 iou:0.0000  time: 1.61s lr: 1.00E-03
Epoch [5/1000]  train_loss: 25.9733  val_loss: 29.7455 iou:0.0000  time: 1.59s lr: 1.00E-03
Epoch [6/1000]  train_loss: 25.1166  val_loss: 29.6221 iou:0.0000  time: 1.71s lr: 1.00E-03
Epoch [7/1000]  train_loss: 24.5013  val_loss: 29.4691 iou:0.0000  time: 1.71s lr: 1.00E-03
Epoch [8/1000]  train_loss: 24.0385  val_loss: 29.2871 iou:0.0000  time: 1.70s lr: 1.00E-03
Epoch [9/1000]  train_loss: 23.6747  val_loss: 29.0696 iou:0.0000  time: 1.61s lr: 1.00E-03
Epoch [10/1000]  train_loss: 23.3473  val_loss: 28.8131 iou:0.0037  time: 1.62s lr: 1.00E-03
Epoch [11/1000]  train_loss: 23.0231  val_loss: 28.5219 iou:0.0851  time: 1.68s lr: 1.00E-03
Epoch [12/1000]  train_loss: 22.7040  val_loss: 28.2038 iou:0.1691  time: 1.58s lr: 1.00E-03
Epoch [13/1000]  train_loss: 22.3909  val_loss: 27.8608 iou:0.2425  time: 1.63s lr: 1.00E-03
Epoch [14/1000]  train_loss: 22.0945  val_loss: 27.5001 iou:0.3092  time: 1.64s lr: 1.00E-03
Epoch [15/1000]  train_loss: 21.8221  val_loss: 27.1254 iou:0.3723  time: 1.61s lr: 1.00E-03
Epoch [16/1000]  train_loss: 21.5816  val_loss: 26.7302 iou:0.4319  time: 1.62s lr: 1.00E-03
Epoch [17/1000]  train_loss: 21.3733  val_loss: 26.3216 iou:0.4892  time: 1.60s lr: 1.00E-03
Epoch [18/1000]  train_loss: 21.1927  val_loss: 25.9048 iou:0.5441  time: 1.64s lr: 1.00E-03
Epoch [19/1000]  train_loss: 21.0272  val_loss: 25.4773 iou:0.5960  time: 1.65s lr: 1.00E-03
Epoch [20/1000]  train_loss: 20.8681  val_loss: 25.0417 iou:0.6440  time: 1.64s lr: 1.00E-03
Epoch [21/1000]  train_loss: 20.7103  val_loss: 24.6118 iou:0.6824  time: 1.65s lr: 1.00E-03
Epoch [22/1000]  train_loss: 20.5498  val_loss: 24.1797 iou:0.7098  time: 1.65s lr: 1.00E-03
Epoch [23/1000]  train_loss: 20.3851  val_loss: 23.7420 iou:0.7231  time: 1.67s lr: 1.00E-03
Epoch [24/1000]  train_loss: 20.2276  val_loss: 23.4053 iou:0.7228  time: 1.79s lr: 1.00E-03
Epoch [25/1000]  train_loss: 20.0608  val_loss: 23.1218 iou:0.7021  time: 1.66s lr: 1.00E-03
Epoch [26/1000]  train_loss: 19.8951  val_loss: 23.1120 iou:0.6290  time: 1.64s lr: 1.00E-03
Epoch [27/1000]  train_loss: 19.7321  val_loss: 23.2268 iou:0.5611  time: 1.66s lr: 1.00E-03
Epoch [28/1000]  train_loss: 19.5720  val_loss: 22.8194 iou:0.6317  time: 1.65s lr: 1.00E-03
Epoch [29/1000]  train_loss: 19.4074  val_loss: 22.3875 iou:0.7231  time: 1.65s lr: 1.00E-03
Epoch [30/1000]  train_loss: 19.2419  val_loss: 22.0736 iou:0.8005  time: 1.64s lr: 1.00E-03
Epoch [31/1000]  train_loss: 19.0958  val_loss: 21.4506 iou:0.8413  time: 1.64s lr: 1.00E-03
Epoch [32/1000]  train_loss: 18.9502  val_loss: 21.2355 iou:0.8391  time: 1.66s lr: 1.00E-03
Epoch [33/1000]  train_loss: 18.7885  val_loss: 21.2160 iou:0.8207  time: 1.72s lr: 1.00E-03
Epoch [34/1000]  train_loss: 18.6519  val_loss: 20.7048 iou:0.8457  time: 1.68s lr: 1.00E-03
Epoch [35/1000]  train_loss: 18.5041  val_loss: 19.9334 iou:0.8925  time: 1.60s lr: 1.00E-03
Epoch [36/1000]  train_loss: 18.3732  val_loss: 19.5501 iou:0.9132  time: 1.64s lr: 1.00E-03
Epoch [37/1000]  train_loss: 18.2473  val_loss: 19.3707 iou:0.9219  time: 1.65s lr: 1.00E-03
