Load images dataset/eroded-dilated_0.67: 96 
[63, 77, 43, 10, 46, 82, 30, 58, 31, 23, 57, 79, 15, 25, 84, 62, 9, 17, 0, 20, 45, 22, 51, 41, 86, 76, 80, 19, 72, 81, 91, 68, 27, 85, 14, 1, 54, 42, 35, 67, 16, 52, 36, 88, 70, 95, 26, 8, 56, 92, 60, 48, 29, 78, 37, 55, 7, 74, 18, 47, 38, 73, 53, 61, 93, 11, 2, 94, 89, 66, 44, 90, 64, 75, 5, 87, 40, 33, 59, 65, 21, 24, 4, 39, 83, 32, 13, 12, 50, 34, 69, 49, 71, 3, 28, 6]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 1677 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 42.2007  val_loss: 33.5959 iou:0.2733  time: 1.71s lr: 1.00E-03
Epoch [2/1000]  train_loss: 41.4817  val_loss: 33.5593 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [3/1000]  train_loss: 40.8214  val_loss: 33.5490 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [4/1000]  train_loss: 40.2051  val_loss: 33.5494 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [5/1000]  train_loss: 39.6146  val_loss: 33.5542 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [6/1000]  train_loss: 39.0313  val_loss: 33.5616 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [7/1000]  train_loss: 38.4397  val_loss: 33.5677 iou:0.2733  time: 1.46s lr: 1.00E-03
Epoch [8/1000]  train_loss: 37.8284  val_loss: 33.5655 iou:0.2733  time: 1.46s lr: 1.00E-03
Epoch [9/1000]  train_loss: 37.1981  val_loss: 33.5468 iou:0.2733  time: 1.47s lr: 1.00E-03
Epoch [10/1000]  train_loss: 36.5555  val_loss: 33.5014 iou:0.2733  time: 1.46s lr: 1.00E-03
Epoch [11/1000]  train_loss: 35.9123  val_loss: 33.4119 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [12/1000]  train_loss: 35.2784  val_loss: 33.2733 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [13/1000]  train_loss: 34.6664  val_loss: 33.0670 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [14/1000]  train_loss: 34.0930  val_loss: 32.7678 iou:0.2733  time: 1.40s lr: 1.00E-03
Epoch [15/1000]  train_loss: 33.5815  val_loss: 32.3903 iou:0.2733  time: 1.47s lr: 1.00E-03
Epoch [16/1000]  train_loss: 33.1510  val_loss: 31.9716 iou:0.2733  time: 1.46s lr: 1.00E-03
Epoch [17/1000]  train_loss: 32.8035  val_loss: 31.5596 iou:0.2734  time: 1.44s lr: 1.00E-03
Epoch [18/1000]  train_loss: 32.5248  val_loss: 31.1813 iou:0.2748  time: 1.42s lr: 1.00E-03
Epoch [19/1000]  train_loss: 32.2957  val_loss: 30.8273 iou:0.2782  time: 1.43s lr: 1.00E-03
Epoch [20/1000]  train_loss: 32.0992  val_loss: 30.4778 iou:0.3773  time: 1.62s lr: 1.00E-03
Epoch [21/1000]  train_loss: 31.9238  val_loss: 30.1280 iou:0.6518  time: 1.47s lr: 1.00E-03
Epoch [22/1000]  train_loss: 31.7622  val_loss: 29.7813 iou:0.7171  time: 1.45s lr: 1.00E-03
