Load images dataset/eroded-dilated_0.9: 96 
[94, 78, 10, 35, 16, 40, 75, 49, 62, 36, 29, 57, 92, 44, 95, 83, 58, 79, 27, 55, 28, 86, 52, 1, 23, 63, 82, 88, 46, 13, 67, 50, 11, 26, 84, 76, 70, 14, 38, 17, 42, 5, 74, 81, 12, 89, 21, 32, 39, 7, 6, 37, 22, 69, 31, 34, 91, 59, 47, 3, 18, 45, 85, 2, 48, 80, 9, 64, 61, 60, 41, 93, 77, 68, 33, 8, 65, 4, 51, 20, 56, 66, 15, 90, 19, 24, 43, 0, 25, 30, 87, 54, 71, 53, 72, 73]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 482449 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 33.3330  val_loss: 30.0113 iou:0.0000  time: 2.37s lr: 1.00E-03
Epoch [2/1000]  train_loss: 28.0212  val_loss: 29.9493 iou:0.0000  time: 1.60s lr: 1.00E-03
Epoch [3/1000]  train_loss: 24.8765  val_loss: 29.8015 iou:0.0000  time: 1.65s lr: 1.00E-03
Epoch [4/1000]  train_loss: 22.9671  val_loss: 29.5989 iou:0.0000  time: 1.59s lr: 1.00E-03
Epoch [5/1000]  train_loss: 21.6131  val_loss: 29.3594 iou:0.0000  time: 1.71s lr: 1.00E-03
Epoch [6/1000]  train_loss: 20.5944  val_loss: 29.0828 iou:0.0000  time: 1.59s lr: 1.00E-03
Epoch [7/1000]  train_loss: 19.8437  val_loss: 28.7809 iou:0.0000  time: 1.69s lr: 1.00E-03
Epoch [8/1000]  train_loss: 19.2819  val_loss: 28.4495 iou:0.0000  time: 1.62s lr: 1.00E-03
Epoch [9/1000]  train_loss: 18.8422  val_loss: 28.0871 iou:0.0000  time: 1.76s lr: 1.00E-03
Epoch [10/1000]  train_loss: 18.4573  val_loss: 27.6497 iou:0.0000  time: 1.69s lr: 1.00E-03
Epoch [11/1000]  train_loss: 18.1124  val_loss: 27.1332 iou:0.0000  time: 1.69s lr: 1.00E-03
Epoch [12/1000]  train_loss: 17.7833  val_loss: 26.5409 iou:0.0000  time: 1.59s lr: 1.00E-03
Epoch [13/1000]  train_loss: 17.4686  val_loss: 25.8681 iou:0.0581  time: 1.81s lr: 1.00E-03
Epoch [14/1000]  train_loss: 17.1688  val_loss: 25.0963 iou:0.1844  time: 1.61s lr: 1.00E-03
Epoch [15/1000]  train_loss: 16.9175  val_loss: 24.3469 iou:0.3009  time: 1.67s lr: 1.00E-03
Epoch [16/1000]  train_loss: 16.7146  val_loss: 23.5978 iou:0.4189  time: 1.62s lr: 1.00E-03
Epoch [17/1000]  train_loss: 16.4996  val_loss: 22.8046 iou:0.5333  time: 1.71s lr: 1.00E-03
Epoch [18/1000]  train_loss: 16.2837  val_loss: 21.9822 iou:0.6220  time: 1.78s lr: 1.00E-03
Epoch [19/1000]  train_loss: 16.0801  val_loss: 21.1957 iou:0.6822  time: 1.69s lr: 1.00E-03
Epoch [20/1000]  train_loss: 15.8833  val_loss: 20.3949 iou:0.7297  time: 1.72s lr: 1.00E-03
Epoch [21/1000]  train_loss: 15.7054  val_loss: 19.6300 iou:0.7652  time: 1.73s lr: 1.00E-03
Epoch [22/1000]  train_loss: 15.5120  val_loss: 18.9372 iou:0.7952  time: 1.65s lr: 1.00E-03
Epoch [23/1000]  train_loss: 15.3264  val_loss: 18.3409 iou:0.8220  time: 1.63s lr: 1.00E-03
Epoch [24/1000]  train_loss: 15.1631  val_loss: 17.8077 iou:0.8440  time: 1.72s lr: 1.00E-03
