Load images dataset/eroded-dilated_0.67: 96 
[70, 60, 17, 71, 47, 12, 74, 11, 92, 53, 56, 21, 85, 62, 1, 58, 23, 93, 5, 49, 72, 61, 20, 68, 59, 26, 3, 88, 6, 79, 39, 63, 42, 46, 43, 28, 27, 25, 16, 7, 41, 35, 2, 67, 94, 38, 22, 15, 57, 80, 29, 77, 89, 9, 37, 18, 45, 8, 95, 73, 31, 81, 19, 54, 65, 50, 10, 14, 36, 76, 40, 66, 32, 69, 84, 83, 75, 55, 0, 48, 24, 34, 44, 91, 87, 64, 4, 82, 33, 90, 51, 86, 78, 52, 30, 13]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 466593 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 33.2431  val_loss: 32.6592 iou:0.2409  time: 2.40s lr: 1.00E-03
Epoch [2/1000]  train_loss: 25.6473  val_loss: 32.4882 iou:0.2409  time: 1.90s lr: 1.00E-03
Epoch [3/1000]  train_loss: 22.6464  val_loss: 32.2337 iou:0.2409  time: 1.89s lr: 1.00E-03
Epoch [4/1000]  train_loss: 20.9133  val_loss: 31.8676 iou:0.2409  time: 1.68s lr: 1.00E-03
Epoch [5/1000]  train_loss: 19.7011  val_loss: 31.3675 iou:0.5203  time: 1.75s lr: 1.00E-03
Epoch [6/1000]  train_loss: 18.8921  val_loss: 30.7193 iou:0.6937  time: 1.92s lr: 1.00E-03
Epoch [7/1000]  train_loss: 18.2684  val_loss: 29.9021 iou:0.7559  time: 1.92s lr: 1.00E-03
Epoch [8/1000]  train_loss: 17.8367  val_loss: 28.9176 iou:0.7958  time: 1.94s lr: 1.00E-03
Epoch [9/1000]  train_loss: 17.4306  val_loss: 27.7954 iou:0.8149  time: 1.97s lr: 1.00E-03
Epoch [10/1000]  train_loss: 17.1259  val_loss: 26.5260 iou:0.8188  time: 1.92s lr: 1.00E-03
Epoch [11/1000]  train_loss: 16.7779  val_loss: 25.1833 iou:0.8159  time: 1.78s lr: 1.00E-03
Epoch [12/1000]  train_loss: 16.5083  val_loss: 23.8968 iou:0.8088  time: 1.92s lr: 1.00E-03
Epoch [13/1000]  train_loss: 16.1908  val_loss: 22.5851 iou:0.7986  time: 2.06s lr: 1.00E-03
