Load images dataset/eroded-dilated_0.84: 96 
[55, 51, 9, 84, 39, 43, 12, 17, 72, 93, 37, 35, 21, 10, 18, 62, 2, 42, 68, 82, 32, 20, 14, 65, 90, 54, 78, 44, 95, 41, 57, 40, 3, 56, 4, 22, 25, 28, 76, 19, 47, 45, 85, 5, 16, 46, 63, 73, 92, 15, 33, 81, 53, 67, 30, 83, 69, 74, 89, 1, 38, 52, 34, 6, 11, 75, 91, 59, 71, 77, 49, 36, 27, 64, 7, 24, 94, 80, 61, 48, 87, 60, 8, 26, 31, 70, 66, 23, 58, 0, 13, 29, 88, 79, 86, 50]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 7477 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 31.6823  val_loss: 29.3530 iou:0.0000  time: 2.05s lr: 1.00E-03
Epoch [2/1000]  train_loss: 31.1750  val_loss: 29.2705 iou:0.0000  time: 1.67s lr: 1.00E-03
Epoch [3/1000]  train_loss: 30.6951  val_loss: 29.2947 iou:0.0000  time: 1.60s lr: 1.00E-03
Epoch [4/1000]  train_loss: 30.2717  val_loss: 29.2758 iou:0.0000  time: 1.65s lr: 1.00E-03
Epoch [5/1000]  train_loss: 29.9080  val_loss: 29.2296 iou:0.0000  time: 1.64s lr: 1.00E-03
Epoch [6/1000]  train_loss: 29.5852  val_loss: 29.1526 iou:0.0000  time: 1.64s lr: 1.00E-03
Epoch [7/1000]  train_loss: 29.2823  val_loss: 29.0432 iou:0.0000  time: 1.62s lr: 1.00E-03
Epoch [8/1000]  train_loss: 28.9837  val_loss: 28.9078 iou:0.0000  time: 1.51s lr: 1.00E-03
Epoch [9/1000]  train_loss: 28.6827  val_loss: 28.7388 iou:0.0000  time: 1.65s lr: 1.00E-03
Epoch [10/1000]  train_loss: 28.3814  val_loss: 28.5353 iou:0.0003  time: 1.52s lr: 1.00E-03
Epoch [11/1000]  train_loss: 28.0867  val_loss: 28.2994 iou:0.0008  time: 1.60s lr: 1.00E-03
Epoch [12/1000]  train_loss: 27.8034  val_loss: 28.0344 iou:0.0024  time: 1.61s lr: 1.00E-03
Epoch [13/1000]  train_loss: 27.5331  val_loss: 27.7446 iou:0.0173  time: 1.56s lr: 1.00E-03
Epoch [14/1000]  train_loss: 27.2760  val_loss: 27.4354 iou:0.1189  time: 1.60s lr: 1.00E-03
Epoch [15/1000]  train_loss: 27.0323  val_loss: 27.1268 iou:0.2455  time: 1.55s lr: 1.00E-03
Epoch [16/1000]  train_loss: 26.8028  val_loss: 26.8802 iou:0.3515  time: 1.61s lr: 1.00E-03
Epoch [17/1000]  train_loss: 26.5895  val_loss: 26.6628 iou:0.4393  time: 1.55s lr: 1.00E-03
Epoch [18/1000]  train_loss: 26.3952  val_loss: 26.4487 iou:0.5119  time: 1.66s lr: 1.00E-03
Epoch [19/1000]  train_loss: 26.2217  val_loss: 26.2355 iou:0.5693  time: 1.58s lr: 1.00E-03
Epoch [20/1000]  train_loss: 26.0668  val_loss: 26.0216 iou:0.6151  time: 1.71s lr: 1.00E-03
Epoch [21/1000]  train_loss: 25.9264  val_loss: 25.8043 iou:0.6509  time: 1.56s lr: 1.00E-03
Epoch [22/1000]  train_loss: 25.7966  val_loss: 25.5742 iou:0.6803  time: 1.74s lr: 1.00E-03
Epoch [23/1000]  train_loss: 25.6743  val_loss: 25.3295 iou:0.7050  time: 1.63s lr: 1.00E-03
Epoch [24/1000]  train_loss: 25.5575  val_loss: 25.0763 iou:0.7259  time: 1.54s lr: 1.00E-03
Epoch [25/1000]  train_loss: 25.4447  val_loss: 24.8164 iou:0.7436  time: 1.76s lr: 1.00E-03
Epoch [26/1000]  train_loss: 25.3339  val_loss: 24.5516 iou:0.7588  time: 1.61s lr: 1.00E-03
Epoch [27/1000]  train_loss: 25.2238  val_loss: 24.2855 iou:0.7720  time: 1.63s lr: 1.00E-03
