Load images dataset/eroded-dilated_0.67: 96 
[41, 67, 0, 47, 49, 60, 84, 86, 38, 26, 85, 51, 95, 9, 1, 29, 62, 52, 28, 34, 45, 55, 88, 37, 78, 36, 92, 91, 31, 59, 23, 58, 64, 71, 42, 48, 33, 30, 20, 18, 65, 79, 83, 70, 63, 6, 40, 94, 2, 68, 39, 24, 82, 44, 14, 74, 17, 22, 90, 12, 16, 7, 43, 13, 72, 66, 15, 10, 8, 76, 57, 4, 77, 5, 3, 11, 56, 80, 46, 69, 25, 32, 50, 93, 87, 81, 54, 61, 21, 73, 27, 89, 35, 75, 19, 53]
Number of image in Train: 50 | Val: 46
Pretrained model: None
UNet: 29481 number of trainable parameters of model 
Using device: cuda
Starting training for 1000 epochs...
Epoch [1/1000]  train_loss: 37.5823  val_loss: 29.8351 iou:0.0000  time: 2.15s lr: 1.00E-03
Epoch [2/1000]  train_loss: 35.1489  val_loss: 29.8038 iou:0.0000  time: 1.76s lr: 1.00E-03
Epoch [3/1000]  train_loss: 32.9515  val_loss: 29.7730 iou:0.0000  time: 1.69s lr: 1.00E-03
Epoch [4/1000]  train_loss: 30.8035  val_loss: 29.7205 iou:0.0000  time: 1.61s lr: 1.00E-03
Epoch [5/1000]  train_loss: 28.7172  val_loss: 29.6491 iou:0.0000  time: 1.67s lr: 1.00E-03
Epoch [6/1000]  train_loss: 27.0577  val_loss: 29.5457 iou:0.0000  time: 1.61s lr: 1.00E-03
Epoch [7/1000]  train_loss: 26.0342  val_loss: 29.4175 iou:0.0000  time: 1.69s lr: 1.00E-03
Epoch [8/1000]  train_loss: 25.3874  val_loss: 29.2511 iou:0.0000  time: 1.63s lr: 1.00E-03
Epoch [9/1000]  train_loss: 24.9008  val_loss: 29.0108 iou:0.0000  time: 1.72s lr: 1.00E-03
Epoch [10/1000]  train_loss: 24.4851  val_loss: 28.7103 iou:0.0000  time: 1.49s lr: 1.00E-03
Epoch [11/1000]  train_loss: 24.1032  val_loss: 28.3757 iou:0.0000  time: 1.58s lr: 1.00E-03
Epoch [12/1000]  train_loss: 23.7512  val_loss: 28.0240 iou:0.0000  time: 1.78s lr: 1.00E-03
Epoch [13/1000]  train_loss: 23.4556  val_loss: 27.6575 iou:0.0023  time: 1.76s lr: 1.00E-03
Epoch [14/1000]  train_loss: 23.2394  val_loss: 27.3057 iou:0.0305  time: 1.59s lr: 1.00E-03
Epoch [15/1000]  train_loss: 23.0461  val_loss: 26.9922 iou:0.0759  time: 1.59s lr: 1.00E-03
Epoch [16/1000]  train_loss: 22.8485  val_loss: 26.7036 iou:0.1031  time: 1.69s lr: 1.00E-03
Epoch [17/1000]  train_loss: 22.6782  val_loss: 26.4346 iou:0.1302  time: 1.58s lr: 1.00E-03
Epoch [18/1000]  train_loss: 22.5545  val_loss: 26.1794 iou:0.1576  time: 1.59s lr: 1.00E-03
Epoch [19/1000]  train_loss: 22.4537  val_loss: 25.9484 iou:0.1787  time: 1.58s lr: 1.00E-03
Epoch [20/1000]  train_loss: 22.3452  val_loss: 25.7425 iou:0.1937  time: 1.51s lr: 1.00E-03
Epoch [21/1000]  train_loss: 22.2281  val_loss: 25.5405 iou:0.2113  time: 1.58s lr: 1.00E-03
